,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
552,553,20,191004.99478714162,87.0,11146,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,8,5,12,2006,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,30,250.0,0.75,184034.89625585024,225230.44204018547,327041.04132231406,181492.2277448071,206643.42081447964,180921.19589041095,0,180921.19589041095,0,1709,1709,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1717,0,0,1717,0,0,2,0,3,1,0.75,7,180921.19589041095,1,0.75,194411.47318611987,2006.0,202068.86966824645,3,908,0.5,0.5,186433.973880597,169,39,0,0,0,0,0.66,0.5,181007.1793814433,0,7,2009,180921.19589041095,175202.21953255427,255500
553,554,20,191004.99478714162,67.0,8777,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,142475.4814814815,181169.40553633217,185763.80737704918,175985.4779614325,4,5,69,2003,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,0,0,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1126,0,0,1126,0,0,2,0,2,1,0.75,5,180921.19589041095,0,0.75,180921.19589041095,2002.0,240052.6903409091,2,520,0.5,0.5,115039.12222222223,0,96,0,0,0,0,0.66,0.5,181007.1793814433,0,5,2009,180921.19589041095,175202.21953255427,108000
554,555,60,191004.99478714162,85.0,10625,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,7,5,15,2004,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,292.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,235413.72009569377,866,180921.19589041095,0,132,998,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1006,1040,0,2046,1,0,2,1,3,1,0.75,8,180921.19589041095,1,0.75,254751.73863636365,2003.0,202068.86966824645,3,871,0.5,0.5,186433.973880597,320,62,0,0,0,0,0.66,0.5,181007.1793814433,0,8,2008,180921.19589041095,175202.21953255427,284000
555,556,45,126316.83027522935,58.0,6380,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,110150.0,5,6,96,1950,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,132291.07534246575,138866.29591836734,121809.53333333334,163439.24823410696,180921.19589041095,0,180921.19589041095,0,993,993,182021.19537815126,142362.8761682243,186186.7098901099,122196.89361702128,1048,0,0,1048,0,0,1,0,2,1,0.5,5,180921.19589041095,1,0.75,180921.19589041095,1922.0,137570.4606413994,1,280,0.5,0.5,186433.973880597,0,0,116,0,0,0,0.66,0.5,181007.1793814433,0,8,2006,180921.19589041095,175202.21953255427,113000
556,557,20,191004.99478714162,69.0,14850,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,61,1957,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,146889.24812030076,895,180921.19589041095,0,197,1092,182021.19537815126,142362.8761682243,186186.7098901099,122196.89361702128,1092,0,0,1092,1,0,1,0,2,1,0.5,6,180921.19589041095,1,0.5,194411.47318611987,1957.0,240052.6903409091,1,299,0.5,0.5,186433.973880597,268,0,0,0,122,0,0.66,0.25,181007.1793814433,0,5,2006,180921.19589041095,175202.21953255427,141000
557,558,50,74528.0,60.0,11040,181130.53851444292,181294.5186751233,164754.81837837838,203661.11111111112,176938.0475285171,196734.13846153847,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,4,6,98,1950,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,146889.24812030076,637,180921.19589041095,0,0,637,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,897,439,0,1336,0,0,1,1,3,1,0.5,7,180921.19589041095,0,0.75,109962.11111111111,1994.0,137570.4606413994,1,570,0.5,0.5,186433.973880597,0,47,120,0,0,0,0.66,0.5,181007.1793814433,0,9,2006,143973.2558139535,175202.21953255427,108000
558,559,60,191004.99478714162,57.0,21872,181130.53851444292,181294.5186751233,239833.36585365853,231533.94,177934.5744680851,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,7,5,22,1997,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,257689.80597014926,235413.72009569377,604,180921.19589041095,0,125,729,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,729,717,0,1446,0,1,2,1,3,1,0.5,6,180921.19589041095,1,0.5,194411.47318611987,1996.0,137570.4606413994,2,406,0.5,0.5,186433.973880597,264,22,0,0,0,0,0.66,0.5,181007.1793814433,0,8,2008,180921.19589041095,175202.21953255427,175000
559,560,120,191004.99478714162,0.0,3196,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,194870.88235294117,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,7,5,15,2004,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,18.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,257689.80597014926,180921.19589041095,0,180921.19589041095,0,1374,1374,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1557,0,0,1557,0,0,2,0,2,1,0.75,7,180921.19589041095,1,0.5,194411.47318611987,2003.0,240052.6903409091,2,420,0.5,0.5,186433.973880597,143,20,0,0,0,0,0.66,0.5,181007.1793814433,0,10,2006,180921.19589041095,175202.21953255427,234000
560,561,20,191004.99478714162,0.0,11341,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,6,61,1996,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,180.0,0.5,184034.89625585024,149805.714511041,202688.4789644013,181492.2277448071,163439.24823410696,161573.06818181818,1302,180921.19589041095,0,90,1392,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,1392,0,0,1392,1,0,1,1,3,1,0.5,5,168393.33333333334,1,0.75,180921.19589041095,1957.0,137570.4606413994,2,528,0.5,0.5,186433.973880597,0,0,0,0,95,0,0.66,0.5,181007.1793814433,0,5,2010,180921.19589041095,175202.21953255427,121500
561,562,20,191004.99478714162,77.0,10010,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,196734.13846153847,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,44,1975,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,202688.4789644013,181492.2277448071,206643.42081447964,161573.06818181818,1071,164364.13043478262,123,195,1389,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,1389,0,0,1389,1,0,1,0,2,1,0.5,6,180921.19589041095,1,0.5,194411.47318611987,1975.0,202068.86966824645,2,418,0.5,0.5,186433.973880597,240,38,0,0,0,0,0.66,0.5,181007.1793814433,0,4,2006,180921.19589041095,175202.21953255427,170000
562,563,30,191004.99478714162,63.0,13907,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,6,78,1969,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,149493.6554054054,290,180921.19589041095,0,706,996,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,996,0,0,996,1,0,1,0,3,1,0.5,6,180921.19589041095,1,0.75,194411.47318611987,2005.0,137570.4606413994,0,0,0.5,0.5,186433.973880597,144,0,0,0,0,0,0.66,0.5,181007.1793814433,0,7,2008,180921.19589041095,175202.21953255427,108000
563,564,50,191004.99478714162,66.0,21780,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,6,7,100,1950,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,132291.07534246575,202688.4789644013,181492.2277448071,192789.65789473685,180921.19589041095,0,180921.19589041095,0,1163,1163,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1163,511,0,1674,0,0,2,0,4,1,0.5,8,180921.19589041095,1,0.75,180921.19589041095,1955.0,240052.6903409091,2,396,0.5,0.5,115039.12222222223,72,36,0,0,144,0,0.66,0.5,181007.1793814433,0,7,2008,180921.19589041095,175202.21953255427,185000
564,565,60,191004.99478714162,0.0,13346,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,223854.6170212766,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,7,5,26,2000,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,235413.72009569377,728,180921.19589041095,0,367,1095,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1166,1129,0,2295,1,0,2,1,4,1,0.75,9,180921.19589041095,1,0.5,194411.47318611987,1992.0,202068.86966824645,2,590,0.5,0.5,186433.973880597,0,40,0,0,0,0,0.66,0.5,181007.1793814433,0,7,2006,180921.19589041095,175202.21953255427,268000
565,566,70,191004.99478714162,66.0,6858,181130.53851444292,181294.5186751233,164754.81837837838,143104.07936507938,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,6,4,103,1950,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,806,806,182021.19537815126,142362.8761682243,105264.07368421053,107675.44444444444,841,806,0,1647,1,0,1,1,4,1,0.25,6,180921.19589041095,0,0.75,180921.19589041095,1920.0,137570.4606413994,1,216,0.5,0.5,186433.973880597,0,66,136,0,0,0,0.66,0.5,181007.1793814433,0,5,2010,180921.19589041095,175202.21953255427,128000
566,567,60,191004.99478714162,77.0,11198,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,9,5,13,2007,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,245.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,213599.9076923077,163439.24823410696,180921.19589041095,0,180921.19589041095,0,1122,1122,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1134,1370,0,2504,0,0,2,1,4,1,1.0,11,180921.19589041095,1,0.75,254751.73863636365,2005.0,240052.6903409091,3,656,0.5,0.5,186433.973880597,144,39,0,0,0,0,0.66,0.5,181007.1793814433,0,6,2008,180921.19589041095,175202.21953255427,325000
567,568,20,191004.99478714162,70.0,10171,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,14,2004,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,168.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,235413.72009569377,2,180921.19589041095,0,1515,1517,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1535,0,0,1535,0,0,2,0,3,1,0.75,7,180921.19589041095,0,0.75,194411.47318611987,2004.0,202068.86966824645,2,532,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,3,2010,180921.19589041095,175202.21953255427,214000
568,569,50,191004.99478714162,79.0,12327,181130.53851444292,181294.5186751233,206101.6652892562,203661.11111111112,176938.0475285171,196734.13846153847,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,8,8,35,2009,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.75,184034.89625585024,149805.714511041,202688.4789644013,181492.2277448071,257689.80597014926,235413.72009569377,1441,180921.19589041095,0,55,1496,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1496,636,0,2132,1,0,1,1,1,1,0.75,5,144240.64705882352,1,0.75,254751.73863636365,1983.0,240052.6903409091,2,612,0.75,0.5,186433.973880597,349,40,0,0,0,0,0.66,0.5,181007.1793814433,0,9,2009,180921.19589041095,175202.21953255427,316600
569,570,90,191004.99478714162,0.0,7032,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,133541.07692307694,180921.19589041095,5,5,39,1979,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,202688.4789644013,181492.2277448071,257689.80597014926,235413.72009569377,943,180921.19589041095,0,0,943,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,943,0,0,943,1,0,1,0,2,1,0.5,4,180921.19589041095,2,0.5,180921.19589041095,1979.0,137570.4606413994,2,600,0.5,0.5,186433.973880597,42,0,0,0,0,0,0.66,0.5,181007.1793814433,0,12,2006,180921.19589041095,175202.21953255427,135960
570,571,90,191004.99478714162,74.0,13101,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,133541.07692307694,175985.4779614325,5,5,53,1965,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,108.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,151852.7027027027,231,180921.19589041095,0,1497,1728,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,1728,0,0,1728,0,0,2,0,6,2,0.5,10,180921.19589041095,0,0.75,180921.19589041095,1987.0,137570.4606413994,2,576,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,11,2008,180921.19589041095,175202.21953255427,142600
571,572,20,191004.99478714162,60.0,7332,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,6,59,1959,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,207.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,149493.6554054054,414,180921.19589041095,0,450,864,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,864,0,0,864,1,0,1,0,2,1,0.75,4,180921.19589041095,0,0.75,194411.47318611987,1959.0,137570.4606413994,1,288,0.5,0.5,186433.973880597,168,0,0,0,0,0,0.66,0.5,181007.1793814433,0,10,2006,180921.19589041095,146526.62376237623,120000
572,573,60,191004.99478714162,83.0,13159,181130.53851444292,181294.5186751233,206101.6652892562,231533.94,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,7,5,9,2009,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,225230.44204018547,327041.04132231406,181492.2277448071,206643.42081447964,180921.19589041095,0,180921.19589041095,0,846,846,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,846,846,0,1692,0,0,2,1,3,1,0.75,6,180921.19589041095,0,0.75,194411.47318611987,2009.0,202068.86966824645,2,650,0.5,0.5,186433.973880597,208,114,0,0,0,0,0.66,0.5,181007.1793814433,0,7,2009,180921.19589041095,180921.19589041095,224500
573,574,80,191004.99478714162,76.0,9967,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,7,5,18,2000,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,384,384,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,774,656,0,1430,0,0,2,1,3,1,0.5,8,180921.19589041095,1,0.5,254751.73863636365,2000.0,202068.86966824645,2,400,0.5,0.5,186433.973880597,100,0,0,0,0,0,0.66,0.5,181007.1793814433,0,12,2007,180921.19589041095,175202.21953255427,170000
574,575,80,191004.99478714162,70.0,10500,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,177934.5744680851,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,5,7,47,2005,148909.0909090909,179803.6792189679,180921.19589041095,138000.0,6,82.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,206643.42081447964,161573.06818181818,349,180921.19589041095,0,23,372,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,576,533,0,1109,0,1,1,0,3,1,0.5,5,180921.19589041095,0,0.75,254751.73863636365,1971.0,137570.4606413994,1,288,0.5,0.5,186433.973880597,35,0,0,0,0,0,0.66,0.75,181007.1793814433,0,12,2007,180921.19589041095,175202.21953255427,139000
575,576,50,191004.99478714162,80.0,8480,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,5,5,71,1950,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,146889.24812030076,442,180921.19589041095,0,390,832,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,832,384,0,1216,0,0,1,0,2,1,0.5,6,180921.19589041095,0,0.75,180921.19589041095,1947.0,137570.4606413994,1,336,0.5,0.5,186433.973880597,158,0,102,0,0,0,0.66,0.5,181007.1793814433,0,10,2008,143973.2558139535,146526.62376237623,118500
576,577,50,191004.99478714162,52.0,6292,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,7,7,90,1950,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,132291.07534246575,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,861,861,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,877,600,0,1477,0,1,2,0,3,1,0.5,6,180921.19589041095,1,0.75,180921.19589041095,1928.0,137570.4606413994,1,216,0.5,0.5,186433.973880597,0,50,0,0,0,0,0.66,0.5,181007.1793814433,0,8,2009,180921.19589041095,175202.21953255427,145000
577,578,80,191004.99478714162,96.0,11777,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,5,6,52,1966,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,97.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,206643.42081447964,151852.7027027027,328,209942.1052631579,551,285,1164,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1320,0,0,1320,1,0,1,0,3,1,0.5,6,180921.19589041095,2,0.25,194411.47318611987,1966.0,202068.86966824645,2,564,0.5,0.5,186433.973880597,160,68,240,0,0,0,0.66,0.5,181007.1793814433,0,5,2006,180921.19589041095,146526.62376237623,164500
578,579,160,214014.06153846154,34.0,3604,181130.53851444292,168000.58536585365,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,181959.34210526315,180921.19589041095,7,5,11,2007,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,689,689,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,703,689,0,1392,0,0,2,0,2,1,0.75,5,180921.19589041095,0,0.75,180921.19589041095,2007.0,137570.4606413994,2,540,0.5,0.5,186433.973880597,0,102,0,0,0,0,0.66,0.5,181007.1793814433,0,2,2008,180921.19589041095,146526.62376237623,146000
579,580,50,126316.83027522935,81.0,12150,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,5,5,64,1954,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,335.0,0.5,184034.89625585024,132291.07534246575,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,1050,1050,182021.19537815126,214914.42914979756,105264.07368421053,107675.44444444444,1050,745,0,1795,0,0,2,0,4,1,0.5,7,180921.19589041095,0,0.75,194411.47318611987,1954.0,137570.4606413994,1,352,0.25,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,11,2008,180921.19589041095,175202.21953255427,131500
580,581,20,191004.99478714162,0.0,14585,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,223854.6170212766,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,6,6,58,1987,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,85.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,149493.6554054054,594,164917.12962962964,219,331,1144,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1429,0,0,1429,0,1,1,0,3,1,0.75,7,180921.19589041095,2,0.75,194411.47318611987,1960.0,137570.4606413994,2,572,0.5,0.5,186433.973880597,216,110,0,0,0,0,0.66,0.5,181007.1793814433,0,6,2007,180921.19589041095,175202.21953255427,181900
581,582,20,191004.99478714162,98.0,12704,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,8,5,10,2009,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,306.0,1.0,184034.89625585024,225230.44204018547,327041.04132231406,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,2042,2042,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,2042,0,0,2042,0,0,2,1,3,1,1.0,8,180921.19589041095,1,0.75,194411.47318611987,2009.0,202068.86966824645,3,1390,0.5,0.5,186433.973880597,0,90,0,0,0,0,0.66,0.5,181007.1793814433,0,8,2009,180921.19589041095,180921.19589041095,253293
582,583,90,191004.99478714162,81.0,11841,130190.5,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,133541.07692307694,180921.19589041095,6,5,28,1990,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,104.0,0.5,168897.5684931507,149805.714511041,202688.4789644013,181492.2277448071,206643.42081447964,235413.72009569377,816,180921.19589041095,0,0,816,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,816,0,0,816,1,0,1,0,3,1,0.5,5,180921.19589041095,0,0.75,194411.47318611987,2005.0,137570.4606413994,0,0,0.5,0.5,186433.973880597,0,32,0,0,0,0,0.66,0.5,181007.1793814433,0,5,2007,180921.19589041095,175202.21953255427,118500
583,584,75,126316.83027522935,75.0,13500,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,135091.66666666666,325000.0,185763.80737704918,157354.54545454544,10,9,125,2000,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,1.0,201333.33333333334,132291.07534246575,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,1237,1237,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,1521,1254,0,2775,0,0,3,1,3,1,0.75,9,180921.19589041095,1,0.75,180921.19589041095,1988.0,137570.4606413994,2,880,0.75,0.5,186433.973880597,105,502,0,0,0,0,0.66,0.5,181007.1793814433,0,7,2008,180921.19589041095,175202.21953255427,325000
584,585,50,126316.83027522935,51.0,6120,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,4,7,83,1995,171483.95617879054,179803.6792189679,107385.55,114060.55,0,0.0,0.5,184034.89625585024,132291.07534246575,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,884,884,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,989,584,0,1573,0,0,1,0,3,1,0.75,6,180921.19589041095,0,0.75,180921.19589041095,1935.0,137570.4606413994,1,240,0.5,0.5,186433.973880597,0,0,54,0,120,0,0.66,0.5,181007.1793814433,0,7,2009,180921.19589041095,175202.21953255427,133000
585,586,20,191004.99478714162,88.0,11443,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,8,5,13,2006,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,208.0,0.75,184034.89625585024,225230.44204018547,327041.04132231406,181492.2277448071,257689.80597014926,235413.72009569377,1460,180921.19589041095,0,408,1868,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,2028,0,0,2028,1,0,2,0,2,1,0.75,7,180921.19589041095,2,0.75,194411.47318611987,2005.0,202068.86966824645,3,880,0.5,0.5,186433.973880597,326,66,0,0,0,0,0.66,0.5,181007.1793814433,0,3,2006,180921.19589041095,180921.19589041095,369900
